.geo,year,point_id,date,ndvi,savi,evi,rainfall,temp,wind_speed,soil_moisture,bsi,chl,humidity,lswi,ndmi,ndre,psri,vpd
"{""type"": ""Point"", ""coordinates"": [33.80770390783249, -1.0400498649245138]}",2026,21,2026-01-20,-0.1014492753623188,-0.1519536903039073,0.0719276613234689,0.0,25.8359313964844,,,-0.211372064276885,-0.1182266009852216,63.3032975687844,0.0915492957746478,0.075268817204301,-0.1340782122905028,-0.8100558659217877,1.2220243014774284
"{""type"": ""Point"", ""coordinates"": [33.63298919872168, -1.2223205541935558]}",2026,53,2026-01-20,-0.3622291021671827,-0.5425038639876352,0.1779738363249163,0.0,26.004958089192712,,,-0.1783659378596087,-0.4565217391304348,63.5515988278419,-0.1416666666666666,-0.1861471861471861,-0.3813813813813814,-1.3897058823529411,1.2259515058605686
"{""type"": ""Point"", ""coordinates"": [33.79578756895131, -1.4224110697390187]}",2026,89,2026-01-20,0.4791131855309218,0.7185859292964648,1.106499946103266,0.0,25.051182047526083,,,0.0719001320369703,0.8065068493150684,67.06807881449464,-0.0276158330776311,0.0160129278683707,0.2879496037390774,0.1523082515448927,1.0467373313127846
"{""type"": ""Point"", ""coordinates"": [33.9053953008429, -0.9369584914662951]}",2026,109,2026-01-20,-0.0806845965770171,-0.1208791208791209,0.0683229813664596,0.0,25.6945739746094,,,-0.1913513513513513,-0.13215859030837,64.26431094057713,0.1026392961876832,0.0727272727272727,-0.0939759036144578,-0.6761904761904762,1.1801017295246476
"{""type"": ""Point"", ""coordinates"": [33.98388287753851, -1.2862438441348614]}",2026,129,2026-01-20,0.2634181818181818,0.3950985382881244,2.378513265038088,0.0,24.054111735026083,,,0.0226310410278872,0.4278317152103559,65.68909592461821,-0.0146341463414634,0.0244328097731239,0.1685725817301224,0.0442434612564165,1.0274753342000884
"{""type"": ""Point"", ""coordinates"": [33.8584226428409, -1.1270330852898203]}",2026,172,2026-01-20,-0.1182795698924731,-0.1771812080536912,0.0869909054962435,0.0,25.478916422526083,,,-0.2032332563510392,-0.1801801801801802,63.70201565368084,0.0897009966777408,0.0680272108843537,-0.1502590673575129,-0.7967914438502673,1.18343892015144
"{""type"": ""Point"", ""coordinates"": [33.81187004871635, -1.0976427698350364]}",2026,176,2026-01-20,-0.217391304347826,-0.3255425709515859,0.1219512195121951,0.0,25.692783610026083,,,-0.1952817824377457,-0.3138297872340425,64.00945416046198,-0.0330578512396694,-0.0964912280701754,-0.2327868852459016,-1.2076923076923076,1.1883918062906371
"{""type"": ""Point"", ""coordinates"": [33.89944589015654, -1.010129628395289]}",2026,236,2026-01-20,-0.1024930747922437,-0.1535269709543568,0.0729495268138801,0.0,25.722487386067712,,,-0.2278177458033573,-0.144927536231884,63.803303452764055,0.1368421052631579,0.1368421052631579,-0.1219512195121951,-0.8296703296703297,1.1973039818747524
"{""type"": ""Point"", ""coordinates"": [33.567850267755375, -1.2758153027259065]}",2026,245,2026-01-20,-0.4859437751004016,-0.7274549098196392,0.2261682242990654,0.0,25.807041422526083,,,-0.1383737517831669,-0.4310344827586206,64.5347759762696,-0.292817679558011,-0.2061855670103092,-0.4621848739495798,-1.5463917525773196,1.178997318765366
"{""type"": ""Point"", ""coordinates"": [33.98068445723044, -1.3122261927397487]}",2026,316,2026-01-20,0.4071294559099437,0.61062258177981,0.8480703468490474,0.0,24.054111735026083,,,0.1381023922339073,0.6919617762788084,65.68909592461821,-0.0990990990990991,-0.0503659061558329,0.2554927809165097,0.2018106374952848,1.0274753342000884
"{""type"": ""Point"", ""coordinates"": [33.65725805365589, -1.0270215731402288]}",2026,362,2026-01-20,-0.1376146788990825,-0.2061068702290076,0.093594009983361,0.0,25.9914489746094,,,-0.1994884910485933,-0.1457286432160803,63.31529255420251,0.0522388059701492,0.0695970695970696,-0.1705882352941176,-0.8208092485549133,1.2329147486609022
"{""type"": ""Point"", ""coordinates"": [33.978120276179006, -1.0215600425264302]}",2026,378,2026-01-20,-0.1436781609195402,-0.2152080344332855,0.1076658053402239,0.0,25.6281677246094,,,-0.1985111662531017,-0.083743842364532,64.32548975413268,0.0915750915750915,0.0746268656716417,-0.1534090909090909,-0.7670454545454546,1.1734540280414605
"{""type"": ""Point"", ""coordinates"": [33.87708719838498, -1.3135639892522548]}",2026,387,2026-01-20,-0.0986547085201793,-0.1478163493840985,0.1274623406720741,0.0,24.821689860026083,,,-0.1616379310344827,-0.145985401459854,64.56057997313941,0.1652173913043478,0.1479289940828402,-0.1536842105263157,-0.4025974025974026,1.1111371396543368
"{""type"": ""Point"", ""coordinates"": [34.14910292691307, -1.1966730959456857]}",2026,38,2026-01-20,0.5506721820062047,0.8259015122140365,1.4251304696908873,0.0,23.8781677246094,,,0.0634197161088683,0.9405477621910489,63.52084947292701,-0.0346048607757926,-0.0042180909232932,0.3340747330960854,0.1070023603461841,1.080927062681934
"{""type"": ""Point"", ""coordinates"": [34.30657633144654, -1.1653120928515852]}",2026,39,2026-01-20,0.7094913476664919,1.0640975226110891,1.995575221238938,0.0,23.657383219401083,,,-0.1213872832369942,1.5430242272347536,56.17210321094637,0.1655345012513407,0.1707230413927873,0.4628673995961409,0.048138397893945,1.2815537034194575
"{""type"": ""Point"", ""coordinates"": [34.387736784039014, -1.3425448384621101]}",2026,56,2026-01-20,0.4033383915022762,0.6049157942649067,0.9490145672664952,0.0,23.217685953776083,,,0.0522243713733075,0.6727828746177369,53.38479176331658,0.0067494012627912,0.0161742505930558,0.2773480662983425,0.1826131687242798,1.3274023691069532
"{""type"": ""Point"", ""coordinates"": [33.99955524646653, -1.1700951013174532]}",2026,72,2026-01-20,0.5319567354965585,0.7978370406783828,1.2717442407146216,0.0,24.384678141276083,,,0.0158478605388272,1.1700208188757806,65.06112188203012,0.0369384359400998,0.0685548760862568,0.3675663813912662,0.1251830161054172,1.067212036190295
"{""type"": ""Point"", ""coordinates"": [34.53299954905251, -1.160632482260966]}",2026,81,2026-01-20,0.5761507568736485,0.8640926640926642,1.294959033467574,0.0,22.809726969401083,,,-0.0042408821034775,0.9006772009029345,56.70474441801731,0.0629166666666666,0.1012987012987013,0.3149484536082474,0.1246063877642825,1.2028186309084417
"{""type"": ""Point"", ""coordinates"": [34.19834883180279, -1.2365131446138926]}",2026,122,2026-01-20,0.4870601919162547,0.7304840819886611,1.173791170287316,0.0,23.835117594401083,,,0.1081967213114754,0.8881530537159676,59.999383204519226,-0.0805465659834591,-0.0273504273504273,0.3059244126659857,0.1394618834080717,1.182210820202929
"{""type"": ""Point"", ""coordinates"": [34.50044916494948, -1.2454520850045083]}",2026,144,2026-01-20,0.3340677499311484,0.5010326311441553,0.5741196516471034,0.0,22.809726969401083,,,0.1900915455035002,0.4748774509803921,56.70474441801731,-0.1400674596129948,-0.0975901555289694,0.1948692649235323,0.288961038961039,1.2028186309084417
"{""type"": ""Point"", ""coordinates"": [34.21752196542942, -1.4392715536860055]}",2026,151,2026-01-20,0.5847294699258445,0.8769737745434574,1.5610793371462093,0.0,24.413486735026083,,,0.068246832856559,1.1889226100151746,56.647145781226286,-0.0462809917355371,0.0072145545796737,0.3728289317154413,0.0908717105263157,1.3265026656808778
"{""type"": ""Point"", ""coordinates"": [34.626964734665684, -1.19821476002194]}",2026,202,2026-01-20,0.3287435456110155,0.4930304594734125,0.6151765009018294,0.0,22.599440511067712,,,0.2298019490726186,0.4223263075722092,56.90807636757441,-0.2069036367372097,-0.1733919296843787,0.2021177203363438,0.2784577723378213,1.1820051463710448
"{""type"": ""Point"", ""coordinates"": [34.80898616594463, -0.914509681503862]}",2026,207,2026-01-20,0.8522319138019497,1.278183916891112,2.336803601575689,0.0,20.419997151692712,,,-0.2779807372965792,2.00765306122449,52.08546755820115,0.3136826783114992,0.3471789546555902,0.5085666527371501,0.0172771250863856,1.1502149661260024
"{""type"": ""Point"", ""coordinates"": [34.645967022033574, -0.9148630483708168]}",2026,210,2026-01-20,0.6538692261547691,0.9806567701304544,1.5417256011315417,0.0,22.329420979817712,,,-0.0916418433502715,1.5428840716305374,58.48780263090276,0.1554903604358759,0.1964107676969092,0.4442116291251964,0.0927180355630821,1.120152291282329
"{""type"": ""Point"", ""coordinates"": [34.447192822585116, -0.9846867785479507]}",2026,221,2026-01-20,0.6873011989234157,1.0308256880733944,2.412815667411098,0.0,23.675612386067712,,,-0.1662085925068711,1.9279588336192108,58.02977292822376,0.2117378316640309,0.235254006137061,0.494581707845687,0.0194850382741823,1.228581293840249
"{""type"": ""Point"", ""coordinates"": [34.613765271539506, -1.4790374865069553]}",2026,230,2026-01-20,0.3519358214161144,0.5278116826503924,0.686768309283964,0.0,24.6081481933594,,,0.1960623461853978,0.562200956937799,43.45286469065201,-0.167168027503223,-0.1072156543008561,0.2142857142857142,0.2414591777649102,1.750473547354994
"{""type"": ""Point"", ""coordinates"": [34.53265749976032, -1.104614282472668]}",2026,253,2026-01-20,0.714744619338259,1.0719447567046734,1.982006057366827,0.0,23.3381286621094,,,-0.1416635017090771,2.024802705749718,56.11701823510269,0.1901895206243032,0.2244287849669015,0.5011248593925759,0.0464208242950108,1.2587170838903945
"{""type"": ""Point"", ""coordinates"": [34.458635074080476, -0.953056696597356]}",2026,262,2026-01-20,0.4700061842918985,0.7049002937084556,1.1046511627906976,0.0,23.049391682942712,,,0.1176559432109953,0.8984812150279775,58.56982141780789,-0.089272030651341,-0.0549165120593692,0.3103638368246968,0.1529066927210552,1.1678190431652986
"{""type"": ""Point"", ""coordinates"": [34.503670907560256, -1.1907298569008964]}",2026,265,2026-01-20,0.4125490196078431,0.6187022152519114,0.8015848826577263,0.0,22.809726969401083,,,0.2196245129295076,0.6811731315042573,56.70474441801731,-0.1986651835372636,-0.1364690993461295,0.2603219034289713,0.2251784555483452,1.2028186309084417
"{""type"": ""Point"", ""coordinates"": [34.5167285003409, -1.3957569727030352]}",2026,328,2026-01-20,0.6626916524701874,0.9938963804116394,1.5662327204402091,0.0,23.226393636067712,,,-0.0506692160611854,1.445021645021645,52.43896268667961,0.1022021456804065,0.1389891696750902,0.4342395297575312,0.090689238210399,1.355047817512605
"{""type"": ""Point"", ""coordinates"": [34.4001180058071, -0.9455291675880139]}",2026,334,2026-01-20,0.4967077011165187,0.7449549162730786,1.2001936912008857,0.0,23.636875406901083,,,0.0855829982768523,0.907514450867052,58.84177241896951,-0.0520398912058023,0.0036063884595569,0.3076538269134567,0.1357048748353096,1.2020064953125749
"{""type"": ""Point"", ""coordinates"": [34.876738299307696, -1.2809017212456353]}",2026,335,2026-01-20,0.7054945054945055,1.0580479765610695,1.8819620871604457,0.0,22.237705485026083,,,-0.0607533414337788,2.1469072164948453,38.68817431577943,0.0968197879858657,0.1451505016722408,0.5,0.0546528803545051,1.6452166772254706
"{""type"": ""Point"", ""coordinates"": [34.525498955816495, -1.1479279452989024]}",2026,354,2026-01-20,0.48178650617675,0.722565320665083,0.9451901565995524,0.0,23.3381286621094,,,0.1125,0.8917609046849757,56.11701823510269,-0.062900641025641,-0.0213666987487969,0.3077998322616718,0.1927471435668157,1.2587170838903945
"{""type"": ""Point"", ""coordinates"": [34.541044526754824, -0.9285156560635003]}",2026,393,2026-01-20,0.6320913058073179,0.9479778486323208,1.869910625620656,0.0,23.1716247558594,,,-0.1144472606745954,1.3248826291079814,58.23328876437765,0.1704381319210399,0.2008348794063079,0.3907322654462242,0.0575368521160247,1.186033931959967
"{""type"": ""Point"", ""coordinates"": [33.99510558549582, -1.0063181416575266]}",2026,400,2026-01-20,-0.5602409638554217,-0.8390977443609022,0.2490626673808248,0.0,25.6281677246094,,,-0.1529411764705882,-0.5388127853881279,64.32548975413268,-0.3047619047619048,-0.3300970873786408,-0.5,-2.225806451612903,1.1734540280414605
"{""type"": ""Point"", ""coordinates"": [34.64571362615745, -1.468140324151078]}",2026,401,2026-01-20,0.7797454344216934,1.169456356342509,2.053935860058309,0.0,24.6081481933594,,,-0.1304207641463808,2.0528942115768465,43.45286469065201,0.1662737987307343,0.1682344428364688,0.5248933143669986,0.0406473466315393,1.750473547354994
"{""type"": ""Point"", ""coordinates"": [34.487045903127395, -1.191573100409733]}",2026,406,2026-01-20,0.6765658747300216,1.0147118369550547,1.64327868852459,0.0,22.809726969401083,,,-0.1088165210484511,1.9706717123935664,56.70474441801731,0.1692713236678591,0.1984011627906976,0.4920711196540125,0.0849543469630805,1.2028186309084417
"{""type"": ""Point"", ""coordinates"": [34.65780894385776, -1.217326550435286]}",2026,448,2026-01-20,0.6185256234584817,0.9276613234689683,1.5117213663764235,0.0,22.606601969401083,,,0.0039479456060827,1.1871698113207545,51.64362033982914,0.0379613356766256,0.0739299610894941,0.3805516596540439,0.0951448707909162,1.326984825189338
"{""type"": ""Point"", ""coordinates"": [34.38839301254419, -1.1065822924481463]}",2026,479,2026-01-20,0.6187290969899666,0.9279828018631314,1.433473544387868,0.0,23.641432698567712,,,-0.0430570505920344,1.4240282685512369,56.87430316451058,0.10250569476082,0.1550245098039215,0.4107849260878617,0.0992,1.2598110136481795
"{""type"": ""Point"", ""coordinates"": [34.19887732617242, -1.4104515346390065]}",2026,480,2026-01-20,0.692971935715999,1.0393332533876964,2.141586360266865,0.0,24.413486735026083,,,-0.0538331819950706,1.5697589481373266,56.647145781226286,0.0798653610771113,0.110091743119266,0.4409963250306247,0.0356666666666666,1.3265026656808778
"{""type"": ""Point"", ""coordinates"": [33.988736675893534, -1.2656250518539205]}",2026,496,2026-01-20,0.5236305048335124,0.7853403141361257,1.2195121951219512,0.0,24.054111735026083,,,0.0678757900522121,0.9928057553956836,65.68909592461821,-0.0277587388622344,0.0175266175266175,0.3423231606340194,0.1375310687655344,1.0274753342000884
"{""type"": ""Point"", ""coordinates"": [34.67732511786333, -0.3397283068850871]}",2026,1,2026-01-20,-0.2044728434504792,-0.3064644852354349,0.7891491985203453,0.0,25.244297281901083,,,-0.0758853288364249,-0.3225806451612903,53.21511465900542,0.1857142857142857,0.1492537313432835,-0.2361963190184049,-0.0461538461538461,1.5042370112069363
"{""type"": ""Point"", ""coordinates"": [34.55347708621202, -0.5529960097120455]}",2026,6,2026-01-20,0.4609164420485175,0.6912814984503437,0.924624202444036,0.0,23.5688415527344,,,0.0845169455772746,0.9165497896213184,58.88687739362259,-0.0262306863097376,0.0110803324099723,0.3104448742746615,0.191740412979351,1.1957812890429365
"{""type"": ""Point"", ""coordinates"": [34.81538048539871, -0.32113905518395836]}",2026,7,2026-01-20,0.7237827715355806,1.0854200795693894,2.2060502283105023,0.0,24.7167907714844,,,-0.3080776455854727,1.7627118644067798,49.50296790436344,0.3889098453413806,0.4228713929462059,0.4444880345233425,0.0283474065138721,1.5733614598129055
"{""type"": ""Point"", ""coordinates"": [34.66443022811091, -0.369026719270263]}",2026,9,2026-01-20,0.5122615803814714,0.768287699223539,1.1688634667993036,0.0,24.588698323567712,,,0.0415105217641971,1.0178699070764834,56.52932113852183,0.0103768432550518,0.0429577464788732,0.3296597987541926,0.1424442609413707,1.3441157669745931
"{""type"": ""Point"", ""coordinates"": [34.457805058425194, -0.21769724670086732]}",2026,11,2026-01-20,-0.1374269005847953,-0.2059897735573411,0.2004264392324093,0.0,25.9919372558594,,,-0.1287825475017593,-0.1725888324873096,55.863598670838485,0.1238095238095238,0.1170825335892514,-0.1436865021770682,-0.3710691823899371,1.4833971631397502
"{""type"": ""Point"", ""coordinates"": [33.95418199019508, -0.6635666521473983]}",2026,40,2026-01-20,-0.2338530066815144,-0.3503893214682981,0.1603053435114504,0.0,25.561842854817712,,,-0.1608775137111517,-0.3448275862068966,65.83554521693465,-0.0282485875706214,-0.0769230769230769,-0.2055427251732101,-0.9893617021276596,1.1193723154274124
"{""type"": ""Point"", ""coordinates"": [34.884805562830984, -0.23326295895480242]}",2026,47,2026-01-20,0.7985417229273561,1.197650870797894,2.257941356139279,0.0,26.482090250651083,,,-0.2651356993736952,2.505735140771637,39.69732719044121,0.3138686131386861,0.3385317611259034,0.5528095127069247,0.0250093318402388,2.086210160232114
"{""type"": ""Point"", ""coordinates"": [34.08809596438492, -0.6008319010129799]}",2026,52,2026-01-20,-0.0185290763968072,-0.0277916340055583,0.0408265812448966,0.0,25.041335042317712,,,-0.2713531084924827,-0.0716705759708105,64.38326288905513,0.5818975419251091,0.5792880258899676,-0.0541208791208791,-0.2208824335434365,1.1314103190779976
"{""type"": ""Point"", ""coordinates"": [34.27333432013022, -0.7010756458199473]}",2026,58,2026-01-20,0.0952797202797202,0.1429117727396886,-0.4661107547573231,0.0,24.056797281901083,,,-0.0698114257106302,0.110373811103738,59.73006253185797,0.0856709628506444,0.0887305699481865,0.0515052973880205,-0.0957095709570957,1.2061190408082778
"{""type"": ""Point"", ""coordinates"": [34.46415094825279, -0.38606766317619906]}",2026,60,2026-01-20,0.5853848147188391,0.8779634667703069,1.7270642201834865,0.0,25.320143636067712,,,-0.0512600229095074,1.1773504273504272,59.91229820969631,0.0979899497487437,0.1159190853122251,0.3708267981178579,0.0706766917293233,1.2947314738923803
"{""type"": ""Point"", ""coordinates"": [34.101008649309705, -0.771554378243916]}",2026,62,2026-01-20,0.4580200501253132,0.6869224745497259,1.6781450872359962,0.0,25.0502868652344,,,-0.0510115856821718,0.8408037094281298,64.07950100644992,0.1065145030908226,0.1231917872141857,0.2852803093068213,0.0753323485967503,1.1416680796811252
"{""type"": ""Point"", ""coordinates"": [34.3050958136367, -0.3661192634752606]}",2026,63,2026-01-20,0.718102508178844,1.0770069510699196,2.4196215322432484,0.0,26.033766682942712,,,-0.2031224049161269,1.789473684210526,60.80055518321375,0.2521359030399364,0.2733590733590733,0.475187265917603,0.0170181280059193,1.320730516226057
"{""type"": ""Point"", ""coordinates"": [34.32158125152822, -0.8678916888581668]}",2026,76,2026-01-20,0.6642221058145626,0.9962026973942648,1.914540238562585,0.0,24.349196370442712,,,-0.0902612826603325,1.4385150812064964,58.23557264610648,0.1346428571428571,0.156190144523768,0.4214765100671141,0.0522548317823908,1.2729928641419386
"{""type"": ""Point"", ""coordinates"": [34.146943175884346, -0.15275715570654494]}",2026,100,2026-01-20,0.6478567552902875,0.9716533297165332,2.2094744633604737,0.0,25.9262634277344,,,-0.0569415908423833,1.3973765432098766,63.03010332693176,0.084449205499018,0.1259587523436168,0.4018001384721901,0.032529659395331,1.237719428512918
"{""type"": ""Point"", ""coordinates"": [34.24537064136583, -0.5314000586044645]}",2026,113,2026-01-20,0.1503319016009371,0.2254831782390837,-0.5616611554172339,0.0,25.4133239746094,,,-0.1137933346744451,0.1278283867176022,62.73674132838504,0.1384773927605307,0.0586910626319493,0.1298900536947072,-0.1684267533170863,1.2101887837274223
"{""type"": ""Point"", ""coordinates"": [34.34037365229975, -0.27350514105653206]}",2026,123,2026-01-20,0.6268521318415482,0.9401360544217688,2.1566791510611734,0.0,25.681309000651083,,,-0.0803017602682313,1.385665529010239,59.5432217445928,0.117109634551495,0.1636506687647521,0.3930605903676851,0.0360780984719864,1.334956837463243
"{""type"": ""Point"", ""coordinates"": [33.953209222029535, -0.5343111631870925]}",2026,139,2026-01-20,-0.3670212765957447,-0.549800796812749,0.1937657961246841,0.0,25.585117594401083,,,-0.1468253968253968,-0.5951417004048583,65.93154174235656,-0.184931506849315,-0.2767527675276753,-0.3497267759562841,-1.5905511811023625,1.117768882449523
"{""type"": ""Point"", ""coordinates"": [34.58245175648978, -0.7759987035828386]}",2026,158,2026-01-20,0.6498156924697209,0.9745952349611688,1.9049089225069469,0.0,22.786533610026083,,,-0.108883826879271,1.4083938660209845,58.68703064554236,0.1599407626804887,0.1820475847152126,0.4332113449222324,0.0567567567567567,1.1461357566299468
"{""type"": ""Point"", ""coordinates"": [33.95784787156129, -0.06201921271652537]}",2026,162,2026-01-20,-0.2256473489519112,-0.3382624768946395,0.216773276474769,0.0,25.802646891276083,,,-0.1330049261083744,-0.2653927813163482,65.24141578325619,0.0311986863711001,0.0620031796502384,-0.2,-0.6309859154929578,1.1552053757622316
"{""type"": ""Point"", ""coordinates"": [34.057255463134716, -0.4709448941217282]}",2026,177,2026-01-20,0.3000517330574237,0.4500193973878185,-31.18279569892473,0.0,25.613844807942712,,,-0.1054107092795065,0.6462585034013606,64.407450220921,0.1551367501723741,0.2131849315068493,0.2169491525423728,-0.0323122114981116,1.1697643775067994
"{""type"": ""Point"", ""coordinates"": [34.51473710861039, -0.6978608035458237]}",2026,183,2026-01-20,0.5974651457541191,0.8960841464960081,1.4727568107973008,0.0,23.175612386067712,,,-0.00671508839249,1.1242060691601976,59.55265959878792,0.0536699548570473,0.0763707571801566,0.3795971978984238,0.1033827442037248,1.1488449294158962
"{""type"": ""Point"", ""coordinates"": [33.94043996326267, -0.9009270478928652]}",2026,199,2026-01-20,0.5810147299509002,0.8714202220923436,2.8009467989179444,0.0,25.6945739746094,,,-0.1264733147927426,1.4348739495798315,64.26431094057713,0.1692892962130382,0.2106473874465987,0.4061135371179039,0.0081883316274309,1.1801017295246476
"{""type"": ""Point"", ""coordinates"": [34.12718738404585, -0.6022878571700553]}",2026,212,2026-01-20,-0.0330082520630157,-0.0495108304941706,0.1487659190803561,0.0,25.041335042317712,,,-0.1923381579894865,-0.0876884145670591,64.38326288905513,0.4472305389221557,0.4571848585079015,-0.0805444926588598,-0.0647913304127277,1.1314103190779976
"{""type"": ""Point"", ""coordinates"": [34.17678808772245, -0.5459105454806501]}",2026,214,2026-01-20,0.4575342465753425,0.6861447158183063,2.060032894736842,0.0,25.4133239746094,,,-0.0647265429001505,0.8681818181818182,62.73674132838504,0.1137473831123517,0.152768512341561,0.2891760904684975,0.0465434633812457,1.2101887837274223
"{""type"": ""Point"", ""coordinates"": [33.9979553943166, -0.3403607070448833]}",2026,226,2026-01-20,-0.2367149758454106,-0.3546441495778046,0.1617161716171617,0.0,25.871657307942712,,,-0.1661691542288557,-0.2627118644067796,64.84743247970646,-0.0155763239875389,-0.0251572327044025,-0.1979695431472081,-0.9828571428571428,1.1730811485793138
"{""type"": ""Point"", ""coordinates"": [34.186777541623044, -0.36824738611449]}",2026,232,2026-01-20,-0.0482758620689655,-0.0723514211886305,0.0594985125371865,0.0,26.049717203776083,,,-0.1621841890790546,-0.0714285714285714,62.36403954980166,0.1358024691358024,0.1044776119402985,-0.0547945205479452,-0.4784172661870504,1.269248515446894
"{""type"": ""Point"", ""coordinates"": [34.0126595576683, -0.3390127013677981]}",2026,246,2026-01-20,-0.1228070175438596,-0.1840087623220153,0.0980392156862745,0.0,25.871657307942712,,,-0.1724787935909519,-0.2097378277153557,64.84743247970646,0.0443864229765013,0.0393700787401574,-0.1434689507494646,-0.7649769585253456,1.1730811485793138
"{""type"": ""Point"", ""coordinates"": [34.87363130581119, -0.13398724234234372]}",2026,256,2026-01-20,0.5714768502872593,0.8570704510897111,1.5686456400742117,0.0,25.946120198567712,,,-0.0179224579370885,1.1893434823977165,39.11532800024423,0.0626142595978062,0.0888494002665482,0.3773696682464455,0.0896130346232179,2.040760160802669
"{""type"": ""Point"", ""coordinates"": [34.16544798006156, -0.42597293149106746]}",2026,278,2026-01-20,0.2729064039408867,0.4092923986209161,1.472360028348689,0.0,26.049717203776083,,,0.0764321046752832,0.4471658502449265,62.36403954980166,-0.0780209324452902,-0.0107047279214986,0.1511731511731511,0.0822888283378746,1.269248515446894
"{""type"": ""Point"", ""coordinates"": [34.51834966630479, -0.28947106894327523]}",2026,280,2026-01-20,-0.2446808510638297,-0.3666961913197519,0.2464285714285714,0.0,25.818678792317712,,,-0.1866108786610878,-0.3961218836565097,57.12154212185562,0.2241379310344827,0.1916167664670658,-0.2578397212543554,-0.6277056277056277,1.4264234047723696
"{""type"": ""Point"", ""coordinates"": [34.73711345790167, -0.28063411500992086]}",2026,284,2026-01-20,-0.3701657458563536,-0.5548654244306418,1.956204379562044,0.0,25.244297281901083,,,-0.0486163051608077,-0.4536082474226804,53.21511465900542,0.2391304347826087,0.1812865497076023,-0.3604488078541374,0.0966386554621848,1.5042370112069363
"{""type"": ""Point"", ""coordinates"": [34.33764984159597, -0.12226343603096389]}",2026,308,2026-01-20,0.7335398915569326,1.100167806892991,2.1160434976910474,0.0,24.753249104817712,,,-0.1548476030019911,1.8850174216027875,58.71353215656976,0.1989285714285714,0.2191470844212358,0.4903440621531632,0.0369440459110473,1.289185548809264
"{""type"": ""Point"", ""coordinates"": [34.73598586472801, -0.21505198810555218]}",2026,317,2026-01-20,-0.1628865979381443,-0.2440782698249227,0.63915857605178,0.0,25.919020589192712,,,-0.1056729699666295,-0.4153846153846153,51.630940666766186,0.2569659442724458,0.1752577319587628,-0.3153456998313659,-0.0588235294117647,1.6186597209862796
"{""type"": ""Point"", ""coordinates"": [34.745415589367234, -0.4934506525244292]}",2026,323,2026-01-20,0.5006754931099703,0.7509117925165474,0.9810461668784414,0.0,23.8857360839844,,,0.0856260527793374,0.7016908212560387,57.62569891511157,-0.029020979020979,0.0124161073825503,0.2528761561019625,0.1806346623270951,1.256179456195628
"{""type"": ""Point"", ""coordinates"": [34.085662492261996, -0.7160209984508306]}",2026,325,2026-01-20,0.4936484490398818,0.740363314133806,2.466784765279008,0.0,24.5131774902344,,,-0.1044676963959475,0.993140243902439,64.88143308585406,0.1577742157087245,0.1983435047951177,0.3166666666666666,0.0258732212160414,1.080977592711867
"{""type"": ""Point"", ""coordinates"": [33.93065915551442, -0.2586755712704778]}",2026,327,2026-01-20,-0.4388888888888889,-0.6574202496532594,0.212194466827827,0.0,25.908848063151083,,,-0.155015197568389,-0.5360360360360361,64.63994113780736,-0.22007722007722,-0.1969696969696969,-0.3746130030959752,-1.6030534351145038,1.182604616309355
"{""type"": ""Point"", ""coordinates"": [34.23407520309039, -0.025654424963879395]}",2026,331,2026-01-20,0.6406633906633906,0.9608475356978352,1.8628326486872653,0.0,23.867018636067712,,,-0.051355447044957,1.2527196652719663,65.96552249393571,0.0895370181521517,0.1347160302384183,0.3817899637868598,0.0583877995642701,1.0078127571506723
"{""type"": ""Point"", ""coordinates"": [34.58982941187231, -0.7405006130652909]}",2026,347,2026-01-20,0.6817815937751542,1.0225352112676056,1.8238587424633936,0.0,22.899489339192712,,,-0.1316918189038919,1.6351819757365686,58.61435475846248,0.1884717481987106,0.2093109181599852,0.4617537313432835,0.0665054413542926,1.156032592156787
"{""type"": ""Point"", ""coordinates"": [34.54685485991064, -0.49053058552371015]}",2026,379,2026-01-20,0.4929421533351785,0.7393109173931092,1.335482903419316,0.0,24.809726969401083,,,0.0704460191746561,0.8668941979522184,60.60203267968552,-0.0424285460678146,-0.0003407155025553,0.2960115329168669,0.1132713440405748,1.2343689017268638
"{""type"": ""Point"", ""coordinates"": [34.24312349992163, -0.8886299389964476]}",2026,385,2026-01-20,0.5698131760078663,0.854614722870837,1.6621253405994552,0.0,25.130690511067712,,,-0.0127447116016292,1.1364247311827955,60.23306908034972,0.05119341563786,0.099375,0.3642384105960264,0.0782735918068763,1.2699835371942536
"{""type"": ""Point"", ""coordinates"": [34.5939391363005, -0.4524954039954142]}",2026,399,2026-01-20,0.5557236510337872,0.8334803983360645,1.5046422719825232,0.0,24.561354573567712,,,0.0177248677248677,1.0740484429065744,59.69673051642504,0.0196661708808461,0.0469151670951156,0.3620309050772627,0.097495183044316,1.2441446644657863
"{""type"": ""Point"", ""coordinates"": [34.813737246234666, -0.5557324824657021]}",2026,422,2026-01-20,0.4037343128252219,0.6055087987758225,0.6711785060044779,0.0,21.488193766276083,,,0.1308649856367698,0.7228017883755589,56.751889229306855,-0.0567667626491155,-0.0304853590052146,0.2616231086657496,0.2831858407079646,1.1086250446630173
