.geo,year,point_id,date,ndvi,savi,evi,rainfall,temp,wind_speed,soil_moisture,bsi,chl,humidity,lswi,ndmi,ndre,psri,vpd
"{""type"": ""Point"", ""coordinates"": [34.1502275772996, 1.1602422704067035]}",2026,483,2026-02-50,0.5220616946505271,0.7829396837790357,1.3046448087431697,15.105566024780272,20.788128789265954,,,0.0969348659003831,0.8046728971962618,80.45135190957625,-0.0719047619047619,-0.0375662595067988,0.2911560119244783,0.1198589894242068,0.4800418034839013
"{""type"": ""Point"", ""coordinates"": [35.52880856117759, 0.618311363477042]}",2026,2,2026-02-50,0.3004734057365636,0.4506473618265348,0.5414492171818547,0.0,19.679486211140954,,,0.162718990889979,0.3390557939914163,61.875638832117545,-0.1065620814999043,-0.0620639001101726,0.1775088250126071,0.306910569105691,0.8742065374974438
"{""type"": ""Point"", ""coordinates"": [35.22950764964418, 0.7542846130520374]}",2026,19,2026-02-50,0.0163793103448275,0.0245676418296428,-0.1384839650145772,15.82932949066162,18.334271367390954,,,0.0046249534846632,0.009437751004016,74.62040510858992,-0.017602333090303,0.0197652252433029,-0.0272277227722772,-0.0164361595510122,0.5351188812858566
"{""type"": ""Point"", ""coordinates"": [35.02437620134046, 0.6259439756250811]}",2026,30,2026-02-50,-0.0091206098557037,-0.0136804492087799,0.03243923695168,16.5388126373291,18.74141654968264,,,-0.1111349189343618,-0.0388947092718701,64.637483341457,0.1825196978312078,0.1686766892450024,-0.0239356352665102,-0.1172245561729231,0.7648564732506814
"{""type"": ""Point"", ""coordinates"": [35.24014984952712, 0.02532949576194238]}",2026,43,2026-02-50,0.5487896181682056,0.823081721771678,2.5357472324723247,0.0,19.144085820515954,,,-0.1045568912496505,1.0270833333333331,75.59354031328631,0.1488337652721214,0.1507203546361285,0.3660576711424169,0.0217475728155339,0.5413229919227793
"{""type"": ""Point"", ""coordinates"": [35.77043326664333, 0.4051742849073829]}",2026,45,2026-02-50,0.4076973255055446,0.6114462742540355,0.7463577740625746,0.0,23.008587773640954,,,0.1144986449864498,0.7022838499184338,40.61592337384878,-0.0493392070484581,-0.0114649681528662,0.2754137115839243,0.2474001094690749,1.6697719432629472
"{""type"": ""Point"", ""coordinates"": [35.100024982085856, 0.6916729751148043]}",2026,48,2026-02-50,0.2923811591057087,0.4385241454150841,8.153753026634384,16.071487426757812,18.20129610697433,,,-0.0670513560300057,0.5410504844467108,69.7788210352838,0.1048431991092967,0.1345532831001076,0.2057513163223977,-0.0060082613593691,0.6319074158824196
"{""type"": ""Point"", ""coordinates"": [35.77829644718711, 0.24884453329708087]}",2026,50,2026-02-50,0.2746536267318663,0.4118965166021593,0.456021650879567,0.0,21.54699923197433,,,0.1525207402680281,0.5170863309352518,43.07737988627055,-0.0753768844221105,-0.0145008365867261,0.1689088191330343,0.3025540275049116,1.46441736798983
"{""type"": ""Point"", ""coordinates"": [35.05310799568869, 0.7941165842734438]}",2026,65,2026-02-50,0.2444997924449979,0.3666735837310645,0.5249554367201427,8.72906494140625,17.74385795593264,,,0.16848926690968,0.4719000892060661,72.75584344495647,-0.1370178468624064,-0.0533333333333333,0.1442748091603053,0.2489510489510489,0.55350493150639
"{""type"": ""Point"", ""coordinates"": [35.24872681500187, 0.39425636436067385]}",2026,68,2026-02-50,0.1345922057051024,0.2018477605944968,0.1824618736383442,10.786822319030762,17.286663945515954,,,0.2705047318611987,0.146103896103896,73.6915368490069,-0.2060725330334551,-0.1814927017350592,0.0680786686838124,0.4904067536454336,0.5192918306095659
"{""type"": ""Point"", ""coordinates"": [35.168765713254295, 0.7373974235135807]}",2026,98,2026-02-50,0.3594581519109821,0.5390568319226119,3.132377740303541,10.712547302246094,18.32247123718264,,,0.0,0.4165745856353591,72.37507129144196,0.0086145010768126,0.0003619254433586,0.2164502164502164,0.0205479452054794,0.5820299825688386
"{""type"": ""Point"", ""coordinates"": [35.53839562301129, 0.22182484062606422]}",2026,99,2026-02-50,0.3225493367842122,0.4837457544881125,0.5678323271443217,0.0,16.231244023640954,,,0.1545170314299819,0.4544159544159545,61.14114592105436,-0.0925638179800222,-0.0458988525286867,0.185614849187935,0.2830802603036876,0.7173041623040175
"{""type"": ""Point"", ""coordinates"": [35.42069244878004, 0.8604778325481656]}",2026,116,2026-02-50,0.2802970034473614,0.4203897653453533,0.5285528552855285,13.214599609375,16.609987513224326,,,0.1986283972567945,0.3266360505166474,76.02803856681491,-0.1641274238227146,-0.1175004154894465,0.1616939364773821,0.2977283711938134,0.4533028162731294
"{""type"": ""Point"", ""coordinates"": [35.19558742548031, 0.5278915642907658]}",2026,133,2026-02-50,0.1765007696254489,0.2647171989226625,0.3176948651643886,16.307849884033203,17.67305717468264,,,0.195264765784114,0.2694578636607623,73.32786988655184,-0.1480587033252833,-0.0953562566465792,0.1034648700673724,0.3407304669440592,0.5394709381916909
"{""type"": ""Point"", ""coordinates"": [35.57668068915122, 0.2260749364409644]}",2026,143,2026-02-50,0.3891704454521205,0.5836778237098279,1.9583892617449663,0.0,18.562054570515954,,,-0.0491375561675605,0.8105192178017533,52.521535877576255,0.0989660265878877,0.169260700389105,0.2742843161242965,0.0540990428630878,1.0154546437080982
"{""type"": ""Point"", ""coordinates"": [35.18012276000854, 0.6351475089470994]}",2026,145,2026-02-50,0.0674939467312348,0.1012332601952031,-0.3365021880187113,24.000667572021484,17.91988334655764,,,-0.0371038005107405,0.0675552862768857,72.90901491542519,0.028879813302217,0.0345127610208816,0.0330990041007615,-0.0858717725558456,0.5565266604322777
"{""type"": ""Point"", ""coordinates"": [35.27621727385845, 0.14983995238313302]}",2026,160,2026-02-50,0.652128764278297,0.977939268102777,3.632157316367843,0.0,16.495973841349326,,,-0.2478468899521531,2.0664395229982966,76.88235468763189,0.3067761806981519,0.3677902621722846,0.4609733700642791,-0.021551724137931,0.4339897631100264
"{""type"": ""Point"", ""coordinates"": [35.352831369828536, 0.1268664200792646]}",2026,167,2026-02-50,0.2253541697093617,0.3380065717415115,-2.256507750804329,0.0,15.604860560099326,,,-0.1039627039627039,0.3323402846739489,69.8509632509098,0.1478998495006157,0.1420305827248932,0.1626940133037694,-0.0679714361280084,0.5346871519055512
"{""type"": ""Point"", ""coordinates"": [35.53232133271549, 0.7971243371821092]}",2026,189,2026-02-50,0.4517476368432622,0.6775469831849654,4.053254437869823,0.0,18.53039766947433,,,-0.1779409869862131,1.0279676817899317,64.95442083601625,0.2591039084842707,0.2822312523088289,0.3447363062512726,-0.0077656194846452,0.748059847966763
"{""type"": ""Point"", ""coordinates"": [35.056853631076784, 0.1857640931968563]}",2026,195,2026-02-50,0.5531482735274205,0.8294416243654823,-4.868891537544696,20.705228805541992,16.20870170593264,,,-0.2872467222884386,1.4969072164948454,85.86687761025448,0.338389731621937,0.3734806629834254,0.4056372549019608,-0.1483402489626556,0.2605117076552496
"{""type"": ""Point"", ""coordinates"": [35.513422491141306, 0.16449402831016394]}",2026,200,2026-02-50,0.8444185141968106,1.2663814894030725,2.1520618556701034,0.0,16.231244023640954,,,-0.2704275233999494,2.570796460176992,61.14114592105436,0.3124827013562137,0.3761928679055751,0.5552640209904887,0.0304568527918781,0.7173041623040175
"{""type"": ""Point"", ""coordinates"": [35.341215011896864, 0.09209854167610827]}",2026,203,2026-02-50,0.6746825182383139,1.011887072808321,2.5934773577066887,9.045125961303713,16.495973841349326,,,-0.2438198442262106,2.0928792569659445,76.88235468763189,0.3103594080338266,0.348381941669996,0.523598820058997,0.0112903225806451,0.4339897631100265
"{""type"": ""Point"", ""coordinates"": [35.00055577179311, 0.6623514360966221]}",2026,213,2026-02-50,0.085291277759897,0.1279266232198889,-0.2761855132881709,18.905742645263672,19.31587944030764,,,-0.1142360823889486,0.145344943067649,63.55788710228401,0.1461590754588715,0.1526395682239838,0.0607109153821956,-0.1614002478314746,0.8169613562257387
"{""type"": ""Point"", ""coordinates"": [35.456523023440674, 0.8989170468990918]}",2026,238,2026-02-50,0.180773249738767,0.2711126588890823,0.3128767783940198,14.030993461608888,16.98873100280764,,,0.3104375093325369,0.2076302274394716,67.97276700023193,-0.3091501936009782,-0.262082514734774,0.1085676913015042,0.3805010155721056,0.6203611018887601
"{""type"": ""Point"", ""coordinates"": [35.44722846831554, 0.06618316572866607]}",2026,260,2026-02-50,0.8497427101200686,1.2743954724747042,2.526519787841697,7.644736289978027,15.604860560099326,,,-0.4422647131859945,2.9285714285714284,69.8509632509098,0.4977777777777777,0.5169650013358269,0.6076326774001193,0.00521327014218,0.5346871519055512
"{""type"": ""Point"", ""coordinates"": [35.304099519722335, 0.5903416226480457]}",2026,285,2026-02-50,0.2604135451003895,0.3905617977528089,0.5250120831319478,0.0,17.79537162780764,,,0.2232019840176357,0.2748876043673731,71.24851727790963,-0.207611152976639,-0.1742077303535446,0.1491803278688524,0.2868217054263566,0.5860269596116916
"{""type"": ""Point"", ""coordinates"": [35.18080709685831, 0.32731214928769603]}",2026,312,2026-02-50,0.4023809523809524,0.6033918476643856,2.0155038759689923,9.78061580657959,16.57198295593264,,,0.0376073437962688,0.6740947075208914,78.3603678257149,-0.029654036243822,0.0597969161338849,0.2426160337552742,0.0522317188983855,0.4082116388987893
"{""type"": ""Point"", ""coordinates"": [35.76302952068206, 0.6885913681616355]}",2026,321,2026-02-50,0.6252642706131079,0.9377724930638128,1.3314575126617894,0.0,22.44763399759933,,,-0.0296086891831572,1.0050107372942017,39.28313663732597,0.0929447307623956,0.1352084039308708,0.3752236135957066,0.1325153374233129,1.650177002050467
"{""type"": ""Point"", ""coordinates"": [35.73519116011702, 0.5435267465448029]}",2026,329,2026-02-50,0.0664671938448386,0.0996901378352388,0.2928436911487759,0.0,24.24434623718264,,,0.0589677850852747,0.1931966855647622,42.32429751451271,-0.0140288480537443,0.0492775101889588,0.0421888053467,0.1795374362994904,1.7469696976108584
"{""type"": ""Point"", ""coordinates"": [35.009748596783105, 0.11818324285582923]}",2026,342,2026-02-50,0.7253012048192771,1.087787983737389,3.0659536541889483,28.58412742614746,16.910036341349326,,,-0.2714502657555049,2.099153567110036,84.09772800878383,0.32378091056159,0.3128229215594175,0.551882958547819,-0.0136150234741784,0.3064909190176
"{""type"": ""Point"", ""coordinates"": [35.190527984331595, 0.09131678793912205]}",2026,345,2026-02-50,0.814658803706824,1.2218595345898704,2.7113416514790414,20.67405891418457,16.80831108093264,,,-0.3047292666209732,1.8839522546419096,83.00545801448332,0.3454091193004372,0.3812546125461254,0.4814305364511692,-0.0029745808545159,0.3254356316159756
"{""type"": ""Point"", ""coordinates"": [35.23122393798602, 0.784930649748944]}",2026,353,2026-02-50,0.1250936329588015,0.1876170265884409,0.4302645139127448,15.82932949066162,18.334271367390954,,,0.144501738817604,0.1748971193415638,74.62040510858992,-0.1454579935520576,-0.1135693215339233,0.0736240171551108,0.2064090480678605,0.5351188812858566
"{""type"": ""Point"", ""coordinates"": [35.695723599570655, 0.7289423775627808]}",2026,357,2026-02-50,0.3007938841517201,0.4511245038953402,0.4876537324816474,0.0,25.47554740905764,,,0.2417204892125876,0.4225721784776903,42.00910220881413,-0.2015881609817722,-0.1551006245662734,0.1841541755888651,0.3265513733468972,1.890324377246805
"{""type"": ""Point"", ""coordinates"": [34.97373310685301, 0.8331689813027608]}",2026,376,2026-02-50,0.4691914637811842,0.7036814425244178,1.4437661857195707,10.686347007751465,18.843060429890954,,,0.0370828182941903,0.8057663125948407,66.89621287717068,-0.0058979052267642,0.0336068776865963,0.2993088782562467,0.1043521266073194,0.7205645589124239
"{""type"": ""Point"", ""coordinates"": [35.2777852935834, 0.16817305741480307]}",2026,392,2026-02-50,0.5326887661141805,0.798941190010358,1.962680237489398,6.686977386474609,16.665895716349326,,,-0.0128050253684464,0.9194048357098574,76.83437479795303,0.0403125,0.0617170791322945,0.3472278429785512,0.0557389072240557,0.4396144659539499
"{""type"": ""Point"", ""coordinates"": [35.00975879024805, 0.09416749041757004]}",2026,402,2026-02-50,0.5614678899082569,0.8418156808803301,72.85714285714286,24.585289001464844,16.910036341349326,,,-0.251900108577633,1.5789473684210529,84.09772800878383,0.3082244427363566,0.3217784476262245,0.4497444633730835,-0.0963302752293578,0.3064909190176
"{""type"": ""Point"", ""coordinates"": [35.30784383284655, 0.42919792353891206]}",2026,414,2026-02-50,0.4220129487934079,0.63292629101074,0.8492242094042401,0.0,17.90352592468264,,,0.1136057476425684,0.6377014716187808,68.79877305700045,-0.062475746992627,-0.0203092975591578,0.2573510278428311,0.2055503292568203,0.6403034904478229
"{""type"": ""Point"", ""coordinates"": [35.153471509500726, 0.6058069894423109]}",2026,416,2026-02-50,0.4694391934467549,0.7039370078740158,4.40307328605201,24.000667572021484,17.91988334655764,,,-0.125,1.103448275862069,72.90901491542519,0.1712707182320442,0.1939423546653639,0.3581828771112405,-0.0158227848101265,0.5565266604322777
"{""type"": ""Point"", ""coordinates"": [35.458325126854625, 0.17808706429828025]}",2026,431,2026-02-50,0.8863849765258216,1.3294214294096938,2.2141433094875103,0.0,16.231244023640954,,,-0.3726391854163245,3.597864768683274,61.14114592105436,0.4132958142806894,0.4408313778075762,0.6531577864636906,0.02560859943092,0.7173041623040175
"{""type"": ""Point"", ""coordinates"": [35.19348663238334, 0.38774639225896024]}",2026,433,2026-02-50,0.3073225897653379,0.4609187279151943,0.9575405214940098,8.867508888244629,17.286663945515954,,,0.1197923780904248,0.3593850096092248,73.6915368490069,-0.108368684920941,-0.0601254149760236,0.1939065324038213,0.1644050104384133,0.5192918306095659
"{""type"": ""Point"", ""coordinates"": [35.49925330871338, 0.6548716038891018]}",2026,468,2026-02-50,0.1603415559772296,0.2404838135894699,-1.7780115728563914,0.0,19.72115287780764,,,-0.0297100584655769,0.170839469808542,61.99554824086979,0.0316322226908477,0.0314279687829571,0.0912335489627481,-0.044097995545657,0.8737128632337996
"{""type"": ""Point"", ""coordinates"": [35.330882762775516, 0.6595385004419525]}",2026,472,2026-02-50,0.265625,0.398379864024302,0.5322356215213357,0.0,18.71863009134933,,,0.1713271823988644,0.2993788819875775,70.72452301634075,-0.1328310864393338,-0.1075789881760031,0.1519620753226231,0.2850318471337579,0.6322983908098603
"{""type"": ""Point"", ""coordinates"": [35.368311109407145, 0.650885399814478]}",2026,474,2026-02-50,0.1910843976959679,0.2865907099035933,0.3030664124563076,0.0,17.22505912780764,,,0.2427231176329083,0.1870466321243522,69.36900386489987,-0.197841119919042,-0.1640714636944763,0.1039925719591457,0.4002842254855518,0.6022614208306437
"{""type"": ""Point"", ""coordinates"": [35.23128092244945, 0.2826408205614999]}",2026,475,2026-02-50,0.2020065599073895,0.3029806115558985,-0.5664358363990478,8.364563941955566,16.57198295593264,,,-0.0881635715625586,0.126890756302521,78.3603678257149,0.0545023696682464,-0.0336787564766839,0.1337579617834395,-0.2366003062787136,0.4082116388987893
"{""type"": ""Point"", ""coordinates"": [34.99839657251178, 0.8261819874893286]}",2026,490,2026-02-50,0.5340246273493195,0.8009071764134132,1.5347364499906877,10.686347007751465,18.843060429890954,,,-0.0024196335983408,1.1787802840434418,66.89621287717068,0.0441111601235112,0.1311146752205292,0.3282828282828283,0.084931506849315,0.7205645589124239
"{""type"": ""Point"", ""coordinates"": [35.00448837279887, 0.8673983474685366]}",2026,499,2026-02-50,0.5014577259475219,0.7520769567118497,1.360329009807023,17.70075798034668,18.011842981974326,,,0.023034398034398,0.8312636961285611,69.68461342324208,0.0196000791922391,0.0682972718720602,0.3057809330628803,0.1128739800543971,0.6263774204308004
"{""type"": ""Point"", ""coordinates"": [35.64531003512349, 0.941054790804107]}",2026,67,2026-02-50,0.3817891373801917,0.5724550898203593,0.7017028772753964,0.0,22.63912162780764,,,0.163979551710578,0.4925650557620817,57.02268291548324,-0.1164453524004085,-0.1227529532614278,0.233071988595866,0.2567934782608695,1.1817025796607852
"{""type"": ""Point"", ""coordinates"": [35.752851034793544, 1.0126490655298002]}",2026,147,2026-02-50,0.39304531085353,0.589257503949447,1.021917808219178,0.0,25.372357304890954,,,0.1293759512937595,0.5378787878787878,40.88921357528381,-0.1103633916554508,-0.0862409479921,0.2507095553453169,0.1787819253438114,1.9150602172874407
"{""type"": ""Point"", ""coordinates"": [35.646609507927046, 1.186570067838247]}",2026,190,2026-02-50,0.5877742946708464,0.8814887365328109,1.4282993715482764,0.0,18.92663790384933,,,-0.0206985769728331,1.0061855670103093,58.26224559376574,0.0745160434897905,0.1126366641240783,0.3524699599465954,0.1068746389370306,0.913252356566671
"{""type"": ""Point"", ""coordinates"": [35.23838347414991, 0.9140887869206065]}",2026,192,2026-02-50,0.5387727579231288,0.8080229226361032,1.635954135954136,20.76522445678711,18.35705782572433,,,0.0195530726256983,1.1875,77.95668049718809,0.0101814962372731,0.0589225589225589,0.3738711619506321,0.0799190692969145,0.4654393864708131
"{""type"": ""Point"", ""coordinates"": [34.92815819412142, 1.0482864047643259]}",2026,205,2026-02-50,0.0457913059002053,0.0686838934261614,-0.3563984993747394,9.502558708190918,18.74035860697433,,,-0.0046286092131364,0.0422929045788185,64.17982197741526,-0.0073710073710073,0.0118018617021276,0.0117443868739205,-0.0328710837185413,0.7747040016592123
"{""type"": ""Point"", ""coordinates"": [35.197948416772064, 0.9777798172241655]}",2026,264,2026-02-50,0.4583050847457627,0.6873411286222674,0.9709853490376328,17.094575881958008,18.240277226765954,,,0.0893883951907997,0.8921998247151621,79.9334286077347,-0.0393032603841,0.0279866332497911,0.3068043742405832,0.17982924226254,0.4206083011655241
"{""type"": ""Point"", ""coordinates"": [35.109612192266745, 0.9312768110911616]}",2026,286,2026-02-50,0.2578703703703703,0.3867607915750491,0.4874420232782007,15.942492485046388,17.51924858093264,,,0.1905564924114671,0.3426713356678339,75.77331840189376,-0.152129817444219,-0.100119189511323,0.1522476675148431,0.3034134007585335,0.4852783600032072
"{""type"": ""Point"", ""coordinates"": [35.56292732896554, 1.2835969615892602]}",2026,333,2026-02-50,0.8506151142355008,1.2757825370675453,2.7476582458132275,0.0,20.156536992390954,,,-0.3462783171521035,2.757631822386679,58.53111459144437,0.3823432884804726,0.3871703028329534,0.5915359909314188,-0.006894570525711,0.9794157561257268
"{""type"": ""Point"", ""coordinates"": [35.588395074130936, 1.0107452256002853]}",2026,344,2026-02-50,0.1870108243130724,0.2804928815252685,6.668646080760095,0.0,21.400677617390954,,,-0.004399323181049,0.2244544509871839,59.49331157271925,0.0172684458398744,0.0457317073170731,0.1049449697721283,0.0204323363932484,1.032803474695596
"{""type"": ""Point"", ""coordinates"": [35.1784435114371, 1.287050279179602]}",2026,363,2026-02-50,0.673567977915804,1.010177678109367,1.6775524235132346,15.496801376342772,18.98376681009933,,,-0.0768625909180263,1.7122002085505734,66.9311578832567,0.127906976744186,0.1874322860238353,0.4332151300236406,0.0757864632983794,0.7261546407391728
"{""type"": ""Point"", ""coordinates"": [35.27543724614638, 1.3654054512288898]}",2026,373,2026-02-50,0.2053505078028238,0.3079876160990712,0.4220547805722431,0.0,22.134320195515954,,,0.187327493099724,0.1892299949672873,62.268123953349765,-0.1575484764542936,-0.1242643349588027,0.1009049773755656,0.2947034857401539,1.006130861081746
"{""type"": ""Point"", ""coordinates"": [35.769189799190485, 1.0110503071128658]}",2026,386,2026-02-50,-0.015694884931284,-0.0235413701971945,0.1898111723052714,0.0,25.372357304890954,,,0.0076901167758473,-0.0095560129373714,40.88921357528381,-0.0070549630844954,0.0497716541527982,-0.0583475960790415,0.0152366863905325,1.9150602172874407
"{""type"": ""Point"", ""coordinates"": [35.00720284250239, 1.4848355878605053]}",2026,390,2026-02-50,0.271723475756121,0.4075363014520581,0.4418768053712233,0.0,24.25305391947433,,,0.1886086641728007,0.3201402805611222,46.45720857674319,-0.1253095591877167,-0.0970545630130371,0.1405812701829924,0.3498694516971279,1.622632021431608
"{""type"": ""Point"", ""coordinates"": [35.754839892950656, 1.209258739110147]}",2026,397,2026-02-50,0.1633440514469453,0.2449766918501848,0.2475151042681738,0.0,27.32125053405764,,,0.2342929855256879,0.1942970822281167,38.793753639253815,-0.1754785779398359,-0.1513392857142857,0.0907446487790171,0.4377334993773349,2.22440602562749
"{""type"": ""Point"", ""coordinates"": [35.39089421065298, 0.9975829693077228]}",2026,435,2026-02-50,-0.0370144839284937,-0.0555205184524715,0.1445017999049107,16.208675384521484,15.26949272155764,,,-0.1284433807311464,-0.081430383761497,78.86269530882451,0.2493651599796851,0.2512664640324215,-0.0651127438560932,-0.0878361501956539,0.3668862023071684
"{""type"": ""Point"", ""coordinates"": [35.531056220885176, 1.2107279321923665]}",2026,458,2026-02-50,0.7180101090715616,1.0768719244580396,1.8114093959731543,0.0,11.198285039265954,,,-0.1233949264015032,1.627642276422764,68.01318160392158,0.1746089487086213,0.2212116011669813,0.4483067952455707,0.0628654970760233,0.4256013242442925
"{""type"": ""Point"", ""coordinates"": [35.34304833248603, 1.4462765984196995]}",2026,491,2026-02-50,0.2588401697312588,0.388205345778532,0.435216894977169,0.0,22.134320195515954,,,0.2350353286228503,0.3285802851828889,62.268123953349765,-0.1977645574184243,-0.152871768176297,0.1594580510682647,0.3510806536636795,1.006130861081746
"{""type"": ""Point"", ""coordinates"": [36.42382318077336, 0.6471062068401233]}",2026,0,2026-02-50,0.6082949308755761,0.9122322045611608,1.4388489208633093,0.0,20.102337773640954,,,0.0280193236714975,1.0666666666666669,56.692885017010745,0.0121809744779582,0.0437956204379562,0.3659491193737769,0.1062542030934768,1.019408725856576
"{""type"": ""Point"", ""coordinates"": [36.22871626162561, 0.22004049106841325]}",2026,3,2026-02-50,0.5248130523453433,0.7870858113848768,1.0780617232230136,0.0,20.36324272155764,,,0.056115107913669,0.790133779264214,59.39527299818332,0.0013392857142857,0.0434038913833654,0.3044489677231753,0.170509383378016,0.9713308875340456
"{""type"": ""Point"", ""coordinates"": [35.890813829195686, 0.20915405176432586]}",2026,12,2026-02-50,0.1998819013876586,0.2997785977859778,0.2745113940475225,0.0,22.51802787780764,,,0.2411242603550296,0.2068126520681266,43.238378365293,-0.1658456486042692,-0.1401043757527097,0.1055495103373231,0.4472252448313384,1.5492891123003592
"{""type"": ""Point"", ""coordinates"": [35.92807085993709, 0.325181092119749]}",2026,14,2026-02-50,0.1683760683760684,0.2525101474044007,0.2337723982437403,0.0,23.01412162780764,,,0.2109025915996425,0.1734287987271281,41.67644759044431,-0.119201030927835,-0.0581784952787085,0.041920731707317,0.4079601990049751,1.6405008894874575
"{""type"": ""Point"", ""coordinates"": [36.07718792628252, 0.5684104596164713]}",2026,32,2026-02-50,-0.3516746411483253,-0.5274068168228024,1.7767929089443997,0.0,26.955853398640954,,,-0.010339123242349,-0.421190320470896,51.2054559619373,0.0761085373924553,0.0477489768076398,-0.3057216054654141,0.0753186558516801,1.735759000079257
"{""type"": ""Point"", ""coordinates"": [35.990316582885335, 0.26144130628658363]}",2026,57,2026-02-50,0.2851211072664359,0.4276076803321225,0.4678096968320654,0.0,25.658978398640954,,,0.2351117637461249,0.2968405584129316,42.44392767851739,-0.1941852896506834,-0.1543624161073825,0.1541330018645121,0.3353808353808354,1.8966725165731968
"{""type"": ""Point"", ""coordinates"": [35.80188615833538, 0.5461482790753517]}",2026,66,2026-02-50,0.5561569688768606,0.8339533310787961,2.24835886214442,20.37945556640625,21.80188204447433,,,-0.1018695154521175,1.1261261261261262,40.42065929587587,0.1505752876438219,0.2046838407494145,0.3489736070381232,0.0330739299610894,1.5568244552190873
"{""type"": ""Point"", ""coordinates"": [36.19721945782283, 0.5991946822743878]}",2026,75,2026-02-50,0.2029585798816568,0.3043928412956663,0.2518910185797165,0.0,24.872601445515954,,,0.2788223291065442,0.2413793103448276,54.01412300602343,-0.198501872659176,-0.1737451737451737,0.1207276736493936,0.4907908992416034,1.446185803679258
"{""type"": ""Point"", ""coordinates"": [35.88495447561104, 0.7395642544524572]}",2026,88,2026-02-50,0.2549342105263157,0.3823227132579651,0.4608980077311924,14.361360549926758,24.37252006530764,,,0.1937299035369775,0.3690685413005272,41.9453965290207,-0.1498607242339832,-0.1096774193548387,0.1456456456456456,0.3232169954476479,1.7719946670032134
"{""type"": ""Point"", ""coordinates"": [36.174141629077496, 0.8775695962122856]}",2026,106,2026-02-50,0.2069224981188863,0.3103253714500658,0.4604051565377532,8.762587547302246,27.01672579447433,,,0.1397072799847937,0.236923076923077,40.51978680100268,-0.0958286358511837,-0.0519480519480519,0.1046831955922865,0.2566601689408707,2.123448823517243
"{""type"": ""Point"", ""coordinates"": [36.33271933352177, 0.1481612402286262]}",2026,115,2026-02-50,0.1916642207220428,0.2874541452677916,0.2836417339935714,8.23169994354248,17.546022669474326,,,0.2625244892247411,0.2008733624454148,64.92634352272755,-0.2137877614252517,-0.1889226100151745,0.117533718689788,0.4378899602949518,0.7037393570736656
"{""type"": ""Point"", ""coordinates"": [36.04851073902167, 0.3321884353661692]}",2026,141,2026-02-50,0.3066285169289461,0.4598331346841477,0.5546928916494134,0.0,25.658978398640954,,,0.1909280259199259,0.3559837728194726,42.44392767851739,-0.1480099502487562,-0.0994639666468135,0.1629881154499151,0.299828178694158,1.8966725165731968
"{""type"": ""Point"", ""coordinates"": [35.94740755353593, 0.5361504405437796]}",2026,148,2026-02-50,0.288135593220339,0.4321016709814074,0.5449688334817453,9.81618595123291,23.59932670593264,,,0.1990105689228693,0.3353846153846154,41.36124385440496,-0.1653447223917022,-0.132858837485172,0.1677336747759283,0.3019366197183099,1.708650508342162
"{""type"": ""Point"", ""coordinates"": [35.90667023388419, 0.8332079312122553]}",2026,170,2026-02-50,0.353121801432958,0.5295471987720645,0.8518518518518519,0.0,25.37854220072433,,,0.184,0.4656917885264342,40.69059686846738,-0.1752963194011229,-0.106283029947152,0.195838986883763,0.198019801980198,1.9222009607082904
"{""type"": ""Point"", ""coordinates"": [36.32796057095413, 0.74148945591187]}",2026,178,2026-02-50,0.2611628654031481,0.3916813875060222,0.4450892368334611,0.0,24.55001029968264,,,0.2076238087798781,0.3215523215523215,46.78224428887358,-0.1607524583155194,-0.1221326720396776,0.1526717557251908,0.3302804808242702,1.6416958414601006
"{""type"": ""Point"", ""coordinates"": [35.896764475699015, 0.09768436352831832]}",2026,219,2026-02-50,0.2404968009032743,0.3606773283160865,0.4234031274847601,0.0,22.506878789265954,,,0.2571819425444596,0.2764363030807659,44.74974631768785,-0.2361529548088065,-0.2078804347826087,0.1568971568971569,0.3529839883551674,1.5070164297774098
"{""type"": ""Point"", ""coordinates"": [36.38549956643124, 0.8564693376353129]}",2026,237,2026-02-50,0.3101851851851852,0.4652008596462225,0.4533591106814886,0.0,23.918255742390954,,,0.2446270543615676,0.4084406294706724,45.3601547284888,-0.1874487284659557,-0.1444949594781577,0.1725362533293873,0.3496966354109211,1.6229567045162905
"{""type"": ""Point"", ""coordinates"": [36.07761252611615, 0.6717799565927163]}",2026,241,2026-02-50,-0.3618677042801556,-0.5426695842450766,5.849056603773585,0.0,27.458294804890954,,,-0.0066015315553208,-0.4363341443633414,46.797383378138406,0.1539138082673702,0.1042830540037244,-0.3054526204340921,0.2164502164502164,1.9490939155176583
"{""type"": ""Point"", ""coordinates"": [36.35967239572352, 0.059728896886048245]}",2026,247,2026-02-50,0.2062816076656907,0.3093812375249501,0.3602640386760877,9.63733959197998,18.11421928405764,,,0.1551484873716347,0.3924528301886791,61.10216919916183,-0.0820336236580919,-0.0846700507614213,0.175311203319502,0.3514046328240512,0.8088957770523872
"{""type"": ""Point"", ""coordinates"": [36.03818062476247, 0.5264438222375857]}",2026,249,2026-02-50,0.3919732441471572,0.5878615616117706,0.7959793534365661,12.409354209899902,27.658245976765954,,,0.0499725425590334,0.5887218045112781,43.23065859687034,0.0301980198019801,0.0501818181818181,0.2201700381119906,0.215493726132024,2.104198490689483
